Year,Month,Day,Hour,Load_MW
2020,2,11,13,4.4167
2020,2,11,14,4.9136
2020,2,11,15,4.6057
2020,2,11,16,4.6425
2020,2,11,17,5.5474
2020,2,11,18,5.6823
2020,2,11,19,5.5276
2020,2,11,20,5.6982
2020,2,11,21,6.2055
2020,2,11,22,3.1967
2020,2,11,23,3.1770
2020,2,12,0,3.6449
2020,2,12,1,3.3892
2020,2,12,2,3.3327
2020,2,12,3,3.6492
2020,2,12,4,3.3772
2020,2,12,5,3.8056
2020,2,12,6,5.5247
2020,2,12,7,5.2097
2020,2,12,8,5.9082
2020,2,12,9,4.4880
2020,2,12,10,4.7903
2020,2,12,11,4.6850
2020,2,12,12,4.9196
2020,2,12,13,4.9862
2020,2,12,14,4.6356
2020,2,12,15,4.4597
2020,2,12,16,4.7566
2020,2,12,17,5.6336
2020,2,12,18,6.4140
2020,2,12,19,5.8324
2020,2,12,20,5.6494
2020,2,12,21,5.7844
2020,2,12,22,3.2051
2020,2,12,23,3.2828
2020,2,13,0,3.6056
2020,2,13,1,3.3007
2020,2,13,2,3.2448
2020,2,13,3,3.5252
2020,2,13,4,3.6438
2020,2,13,5,3.5682
2020,2,13,6,5.5590
2020,2,13,7,5.1182
2020,2,13,8,4.9510
2020,2,13,9,4.9923
2020,2,13,10,4.5688
2020,2,13,11,4.5765
2020,2,13,12,4.9457
2020,2,13,13,4.7790
2020,2,13,14,4.7711
2020,2,13,15,5.1798
2020,2,13,16,4.5351
2020,2,13,17,6.1527
2020,2,13,18,5.9005
2020,2,13,19,5.9322
2020,2,13,20,6.2563
2020,2,13,21,5.9173
2020,2,13,22,3.5417
2020,2,13,23,3.6338
2020,2,14,0,2.9827
2020,2,14,1,2.9145
2020,2,14,2,2.8719
2020,2,14,3,2.7144
2020,2,14,4,3.2980
2020,2,14,5,2.8106
2020,2,14,6,4.4956
2020,2,14,7,4.4770
2020,2,14,8,4.6034
2020,2,14,9,4.1032
2020,2,14,10,4.1148
2020,2,14,11,3.8352
2020,2,14,12,3.9226
2020,2,14,13,4.0115
2020,2,14,14,3.9117
2020,2,14,15,4.2878
2020,2,14,16,4.0690
2020,2,14,17,5.1571
2020,2,14,18,5.1426
2020,2,14,19,5.2591
2020,2,14,20,4.9993
2020,2,14,21,4.6332
2020,2,14,22,3.0422
2020,2,14,23,2.9085
2020,2,15,0,3.2149
2020,2,15,1,3.4168
2020,2,15,2,3.5341
2020,2,15,3,3.3489
2020,2,15,4,3.4190
2020,2,15,5,3.6676
2020,2,15,6,5.2551
2020,2,15,7,5.8755
2020,2,15,8,5.3496
2020,2,15,9,4.1230
2020,2,15,10,4.6943
2020,2,15,11,4.6189
2020,2,15,12,4.8371
2020,2,15,13,4.7149
2020,2,15,14,4.5441
2020,2,15,15,4.3065
2020,2,15,16,4.5479
2020,2,15,17,5.5041
2020,2,15,18,5.5572
2020,2,15,19,5.8361
2020,2,15,20,6.0724
2020,2,15,21,5.6673
2020,2,15,22,3.1250
2020,2,15,23,3.4109
2020,2,16,0,3.6681
2020,2,16,1,3.3814
2020,2,16,2,3.4820
2020,2,16,3,3.5169
2020,2,16,4,3.3807
2020,2,16,5,3.6283
2020,2,16,6,5.3459
2020,2,16,7,5.4774
2020,2,16,8,5.1137
2020,2,16,9,4.5370
2020,2,16,10,4.7906
2020,2,16,11,4.5258
2020,2,16,12,5.0003
2020,2,16,13,4.5022
2020,2,16,14,4.6366
2020,2,16,15,4.7896
2020,2,16,16,4.2489
2020,2,16,17,5.2031
2020,2,16,18,5.2463
2020,2,16,19,5.9908
2020,2,16,20,5.4364
2020,2,16,21,6.2557
2020,2,16,22,3.2123
2020,2,16,23,3.3248
2020,2,17,0,4.1186
2020,2,17,1,4.2101
2020,2,17,2,4.2207
2020,2,17,3,4.0630
2020,2,17,4,4.0412
2020,2,17,5,3.9741
2020,2,17,6,6.1651
2020,2,17,7,5.7859
2020,2,17,8,5.7141
2020,2,17,9,5.1764
2020,2,17,10,5.1230
2020,2,17,11,5.0365
2020,2,17,12,5.3185
2020,2,17,13,5.3706
2020,2,17,14,5.1415
2020,2,17,15,5.4971
2020,2,17,16,4.8364
2020,2,17,17,6.3622
2020,2,17,18,6.1859
2020,2,17,19,5.7859
2020,2,17,20,6.3124
2020,2,17,21,6.2531
2020,2,17,22,4.0383
2020,2,17,23,3.8647
2020,2,18,0,3.3344
2020,2,18,1,3.8586
2020,2,18,2,3.7494
2020,2,18,3,3.6340
2020,2,18,4,3.4841
2020,2,18,5,3.3458
2020,2,18,6,5.2739
2020,2,18,7,5.6509
2020,2,18,8,5.8399
2020,2,18,9,4.9713
2020,2,18,10,4.4648
2020,2,18,11,4.2658
2020,2,18,12,4.5021
2020,2,18,13,4.0461
2020,2,18,14,4.4939
2020,2,18,15,4.3771
2020,2,18,16,4.2975
2020,2,18,17,5.0430
2020,2,18,18,5.5836
2020,2,18,19,5.2519
2020,2,18,20,5.0346
2020,2,18,21,4.5416
2020,2,18,22,3.1631
2020,2,18,23,3.4429
2020,2,19,0,2.7236
2020,2,19,1,2.4516
2020,2,19,2,2.4223
2020,2,19,3,2.5422
2020,2,19,4,2.3454
2020,2,19,5,2.4942
2020,2,19,6,3.9089
2020,2,19,7,3.9957
2020,2,19,8,3.7400
2020,2,19,9,3.2327
2020,2,19,10,3.1202
2020,2,19,11,3.1285
2020,2,19,12,3.2240
2020,2,19,13,3.3208
2020,2,19,14,3.4098
2020,2,19,15,3.1201
2020,2,19,16,3.4878
2020,2,19,17,3.9956
2020,2,19,18,4.0302
2020,2,19,19,3.8530
2020,2,19,20,3.4865
2020,2,19,21,4.1127
2020,2,19,22,2.4363
2020,2,19,23,2.3129
2020,2,20,0,2.9574
2020,2,20,1,3.0359
2020,2,20,2,2.7439
2020,2,20,3,2.9117
2020,2,20,4,3.1296
2020,2,20,5,2.8506
2020,2,20,6,4.7729
2020,2,20,7,4.4020
2020,2,20,8,4.8400
2020,2,20,9,4.1055
2020,2,20,10,3.7748
2020,2,20,11,4.3387
2020,2,20,12,3.9525
2020,2,20,13,3.9492
2020,2,20,14,4.1832
2020,2,20,15,4.4066
2020,2,20,16,3.9708
2020,2,20,17,5.2453
2020,2,20,18,5.3208
2020,2,20,19,5.3772
2020,2,20,20,5.2470
2020,2,20,21,5.1096
2020,2,20,22,3.0007
2020,2,20,23,3.1534
2020,2,21,0,2.7865
2020,2,21,1,2.5391
2020,2,21,2,3.0544
2020,2,21,3,3.1266
2020,2,21,4,2.6399
2020,2,21,5,2.8446
2020,2,21,6,4.7359
2020,2,21,7,5.0662
2020,2,21,8,4.6019
2020,2,21,9,3.8491
2020,2,21,10,3.9520
2020,2,21,11,4.2499
2020,2,21,12,3.8366
2020,2,21,13,3.7947
2020,2,21,14,3.8427
2020,2,21,15,3.7415
2020,2,21,16,3.9589
2020,2,21,17,5.3180
2020,2,21,18,4.9903
2020,2,21,19,4.8343
2020,2,21,20,4.8062
2020,2,21,21,4.4790
2020,2,21,22,3.0416
2020,2,21,23,2.9039
2020,2,22,0,2.8099
2020,2,22,1,3.3007
2020,2,22,2,2.8976
2020,2,22,3,2.7539
2020,2,22,4,2.8048
2020,2,22,5,3.0350
2020,2,22,6,4.4292
2020,2,22,7,4.0906
2020,2,22,8,4.6137
2020,2,22,9,3.7131
2020,2,22,10,4.2075
2020,2,22,11,4.0641
2020,2,22,12,3.7781
2020,2,22,13,4.1213
2020,2,22,14,3.8922
2020,2,22,15,4.0474
2020,2,22,16,3.9760
2020,2,22,17,4.6436
2020,2,22,18,4.6787
2020,2,22,19,5.0566
2020,2,22,20,4.7071
2020,2,22,21,4.6694
2020,2,22,22,2.7145
2020,2,22,23,2.9110
2020,2,23,0,3.5847
2020,2,23,1,3.0878
2020,2,23,2,3.2758
2020,2,23,3,3.5108
2020,2,23,4,3.2711
2020,2,23,5,3.3635
2020,2,23,6,4.7754
2020,2,23,7,5.1475
2020,2,23,8,4.9886
2020,2,23,9,4.5982
2020,2,23,10,4.6633
2020,2,23,11,4.9980
2020,2,23,12,4.5669
2020,2,23,13,4.5172
2020,2,23,14,4.4947
2020,2,23,15,4.3760
2020,2,23,16,4.5234
2020,2,23,17,5.4618
2020,2,23,18,5.5696
2020,2,23,19,5.8694
2020,2,23,20,5.2177
2020,2,23,21,5.8030
2020,2,23,22,3.5110
2020,2,23,23,3.2795
2020,2,24,0,3.0816
2020,2,24,1,3.3725
2020,2,24,2,3.7229
2020,2,24,3,3.4973
2020,2,24,4,3.3190
2020,2,24,5,3.3979
2020,2,24,6,5.5779
2020,2,24,7,5.5397
2020,2,24,8,5.3746
2020,2,24,9,4.6601
2020,2,24,10,4.6576
2020,2,24,11,4.5348
2020,2,24,12,5.1343
2020,2,24,13,4.6673
2020,2,24,14,5.0288
2020,2,24,15,5.1009
2020,2,24,16,4.9770
2020,2,24,17,5.7892
2020,2,24,18,6.0057
2020,2,24,19,5.8413
2020,2,24,20,5.5596
2020,2,24,21,5.8866
2020,2,24,22,3.2586
2020,2,24,23,3.6657
2020,2,25,0,3.3692
2020,2,25,1,3.5226
2020,2,25,2,3.5808
2020,2,25,3,3.5403
2020,2,25,4,3.7549
2020,2,25,5,3.6035
2020,2,25,6,5.9429
2020,2,25,7,5.3189
2020,2,25,8,5.7387
2020,2,25,9,5.4433
2020,2,25,10,4.7173
2020,2,25,11,4.8301
2020,2,25,12,5.1837
2020,2,25,13,5.1403
2020,2,25,14,5.1943
2020,2,25,15,5.2262
2020,2,25,16,5.2528
2020,2,25,17,6.6768
2020,2,25,18,6.3818
2020,2,25,19,6.1028
2020,2,25,20,6.3237
2020,2,25,21,6.6341
2020,2,25,22,3.5781
2020,2,25,23,3.4120
2020,2,26,0,3.1812
2020,2,26,1,3.0195
2020,2,26,2,2.7211
2020,2,26,3,3.1932
2020,2,26,4,2.9918
2020,2,26,5,3.0687
2020,2,26,6,4.8218
2020,2,26,7,4.8047
2020,2,26,8,4.9452
2020,2,26,9,4.0707
2020,2,26,10,4.2710
2020,2,26,11,4.1158
2020,2,26,12,4.3269
2020,2,26,13,4.3070
2020,2,26,14,3.9884
2020,2,26,15,4.4173
2020,2,26,16,4.0775
2020,2,26,17,5.4045
2020,2,26,18,5.2139
2020,2,26,19,5.5090
2020,2,26,20,4.9467
2020,2,26,21,4.8908
2020,2,26,22,2.9731
2020,2,26,23,2.9245
2020,2,27,0,3.2647
2020,2,27,1,2.8937
2020,2,27,2,2.9823
2020,2,27,3,2.9736
2020,2,27,4,3.2788
2020,2,27,5,3.3904
2020,2,27,6,4.7675
2020,2,27,7,4.7727
2020,2,27,8,4.8683
2020,2,27,9,4.5082
2020,2,27,10,4.1062
2020,2,27,11,4.3998
2020,2,27,12,4.6010
2020,2,27,13,4.5371
2020,2,27,14,4.5076
2020,2,27,15,4.7172
2020,2,27,16,3.8930
2020,2,27,17,5.8097
2020,2,27,18,5.4100
2020,2,27,19,5.0502
2020,2,27,20,5.6626
2020,2,27,21,5.8605
2020,2,27,22,3.2542
2020,2,27,23,3.4400
2020,2,28,0,3.8113
2020,2,28,1,3.7948
2020,2,28,2,3.8865
2020,2,28,3,3.7552
2020,2,28,4,3.6635
2020,2,28,5,3.3729
2020,2,28,6,5.5675
2020,2,28,7,5.4027
2020,2,28,8,6.2568
2020,2,28,9,4.8616
2020,2,28,10,4.9350
2020,2,28,11,5.0433
2020,2,28,12,4.9219
2020,2,28,13,5.3239
2020,2,28,14,4.7490
2020,2,28,15,4.9395
2020,2,28,16,4.7011
2020,2,28,17,5.6701
2020,2,28,18,5.8113
2020,2,28,19,5.9075
2020,2,28,20,5.7326
2020,2,28,21,5.6013
2020,2,28,22,3.2119
2020,2,28,23,3.4333
2020,3,1,0,3.3587
2020,3,1,1,3.8071
2020,3,1,2,3.7111
2020,3,1,3,3.4336
2020,3,1,4,3.6463
2020,3,1,5,3.5593
2020,3,1,6,5.7733
2020,3,1,7,6.0802
2020,3,1,8,5.1712
2020,3,1,9,4.9938
2020,3,1,10,4.9357
2020,3,1,11,5.1672
2020,3,1,12,5.0699
2020,3,1,13,4.8311
2020,3,1,14,4.9129
2020,3,1,15,4.7611
2020,3,1,16,5.1821
2020,3,1,17,6.1237
2020,3,1,18,6.6706
2020,3,1,19,6.0476
2020,3,1,20,5.8265
2020,3,1,21,5.5636
2020,3,1,22,3.2859
2020,3,1,23,3.3419
2020,3,2,0,3.2174
2020,3,2,1,3.2966
2020,3,2,2,2.9974
2020,3,2,3,3.4259
2020,3,2,4,3.2194
2020,3,2,5,3.3345
2020,3,2,6,5.4848
2020,3,2,7,5.2890
2020,3,2,8,4.9773
2020,3,2,9,4.1887
2020,3,2,10,3.9071
2020,3,2,11,4.2093
2020,3,2,12,4.3085
2020,3,2,13,4.1339
2020,3,2,14,4.3230
2020,3,2,15,4.3712
2020,3,2,16,4.3055
2020,3,2,17,5.2519
2020,3,2,18,5.4294
2020,3,2,19,5.4538
2020,3,2,20,5.0171
2020,3,2,21,5.6530
2020,3,2,22,3.1417
2020,3,2,23,3.1646
2020,3,3,0,3.3864
2020,3,3,1,3.3318
2020,3,3,2,3.4791
2020,3,3,3,3.3824
2020,3,3,4,3.2435
2020,3,3,5,3.4181
2020,3,3,6,4.8668
2020,3,3,7,5.2006
2020,3,3,8,5.1709
2020,3,3,9,4.4631
2020,3,3,10,4.4932
2020,3,3,11,4.1022
2020,3,3,12,4.4100
2020,3,3,13,4.5616
2020,3,3,14,4.5891
2020,3,3,15,4.3217
2020,3,3,16,4.8408
2020,3,3,17,5.4335
2020,3,3,18,5.9308
2020,3,3,19,5.7424
2020,3,3,20,5.4075
2020,3,3,21,6.0301
2020,3,3,22,3.1140
2020,3,3,23,3.4615
2020,3,4,0,3.1664
2020,3,4,1,2.9404
2020,3,4,2,3.2875
2020,3,4,3,3.0596
2020,3,4,4,3.1662
2020,3,4,5,3.1848
2020,3,4,6,4.8262
2020,3,4,7,5.0855
2020,3,4,8,5.1077
2020,3,4,9,3.9086
2020,3,4,10,4.5712
2020,3,4,11,3.9346
2020,3,4,12,4.5100
2020,3,4,13,4.5214
2020,3,4,14,4.0390
2020,3,4,15,4.1680
2020,3,4,16,4.0019
2020,3,4,17,5.1870
2020,3,4,18,5.0674
2020,3,4,19,5.2218
2020,3,4,20,5.2448
2020,3,4,21,5.1883
2020,3,4,22,2.8080
2020,3,4,23,2.8528
2020,3,5,0,2.6174
2020,3,5,1,2.7565
2020,3,5,2,3.0323
2020,3,5,3,3.1508
2020,3,5,4,2.7585
2020,3,5,5,2.8708
2020,3,5,6,4.5585
2020,3,5,7,4.6539
2020,3,5,8,4.4250
2020,3,5,9,4.1175
2020,3,5,10,3.9685
2020,3,5,11,4.0974
2020,3,5,12,4.2404
2020,3,5,13,4.1509
2020,3,5,14,4.0750
2020,3,5,15,4.1540
2020,3,5,16,4.1611
2020,3,5,17,5.1010
2020,3,5,18,5.0692
2020,3,5,19,5.4576
2020,3,5,20,5.1357
2020,3,5,21,4.8713
2020,3,5,22,3.0424
2020,3,5,23,2.8788
2020,3,6,0,3.8252
2020,3,6,1,3.7134
2020,3,6,2,3.6465
2020,3,6,3,3.7482
2020,3,6,4,3.3712
2020,3,6,5,3.4453
2020,3,6,6,5.2568
2020,3,6,7,5.6344
2020,3,6,8,6.0958
2020,3,6,9,5.4410
2020,3,6,10,5.0684
2020,3,6,11,5.0553
2020,3,6,12,4.5060
2020,3,6,13,4.8307
2020,3,6,14,4.7730
2020,3,6,15,4.8210
2020,3,6,16,4.9469
2020,3,6,17,6.0766
2020,3,6,18,5.5736
2020,3,6,19,6.3474
2020,3,6,20,5.7309
2020,3,6,21,6.0559
2020,3,6,22,3.9213
2020,3,6,23,3.3679
2020,3,7,0,3.2386
2020,3,7,1,3.6833
2020,3,7,2,3.9787
2020,3,7,3,4.1578
2020,3,7,4,3.5616
2020,3,7,5,3.9055
2020,3,7,6,5.7271
2020,3,7,7,5.8567
2020,3,7,8,6.6847
2020,3,7,9,4.7547
2020,3,7,10,5.1991
2020,3,7,11,5.2432
2020,3,7,12,5.3941
2020,3,7,13,5.1308
2020,3,7,14,5.1737
2020,3,7,15,4.9885
2020,3,7,16,5.1566
2020,3,7,17,6.2250
2020,3,7,18,6.4715
2020,3,7,19,6.0955
2020,3,7,20,6.2556
2020,3,7,21,6.0560
2020,3,7,22,3.8019
2020,3,7,23,3.5663
2020,3,8,0,2.8423
2020,3,8,1,3.3230
2020,3,8,2,2.9997
2020,3,8,3,3.0527
2020,3,8,4,3.0753
2020,3,8,5,3.3999
2020,3,8,6,4.3697
2020,3,8,7,5.6637
2020,3,8,8,5.1392
2020,3,8,9,4.2797
2020,3,8,10,4.2208
2020,3,8,11,4.3085
2020,3,8,12,4.3743
2020,3,8,13,4.4167
2020,3,8,14,4.4070
2020,3,8,15,4.3133
2020,3,8,16,4.2456
2020,3,8,17,5.2849
2020,3,8,18,5.2199
2020,3,8,19,5.5253
2020,3,8,20,5.3325
2020,3,8,21,4.3944
2020,3,8,22,3.1877
2020,3,8,23,3.1165
2020,3,9,0,3.4253
2020,3,9,1,3.3921
2020,3,9,2,3.6862
2020,3,9,3,3.6768
2020,3,9,4,3.3872
2020,3,9,5,3.6003
2020,3,9,6,5.1512
2020,3,9,7,5.0408
2020,3,9,8,5.2484
2020,3,9,9,4.9217
2020,3,9,10,4.9575
2020,3,9,11,4.8709
2020,3,9,12,4.9354
2020,3,9,13,4.9031
2020,3,9,14,4.6364
2020,3,9,15,4.8970
2020,3,9,16,4.9782
2020,3,9,17,6.1823
2020,3,9,18,6.2756
2020,3,9,19,6.0846
2020,3,9,20,5.9407
2020,3,9,21,6.1234
2020,3,9,22,3.4726
2020,3,9,23,3.3165
2020,3,10,0,3.2405
2020,3,10,1,3.1571
2020,3,10,2,3.1941
2020,3,10,3,3.2986
2020,3,10,4,3.1933
2020,3,10,5,3.2691
2020,3,10,6,4.6056
2020,3,10,7,5.1416
2020,3,10,8,5.0876
2020,3,10,9,4.2523
2020,3,10,10,4.5928
2020,3,10,11,4.6682
2020,3,10,12,4.1096
2020,3,10,13,4.3107
2020,3,10,14,4.3186
2020,3,10,15,4.2772
2020,3,10,16,4.6608
2020,3,10,17,5.5199
2020,3,10,18,5.4724
2020,3,10,19,4.9720
2020,3,10,20,5.6846
2020,3,10,21,5.1644
2020,3,10,22,3.3229
2020,3,10,23,3.3687
2020,3,11,0,3.2155
2020,3,11,1,2.8259
2020,3,11,2,2.5802
2020,3,11,3,3.0757
2020,3,11,4,3.3245
2020,3,11,5,3.2411
2020,3,11,6,4.7289
2020,3,11,7,4.5648
2020,3,11,8,4.8722
2020,3,11,9,3.8796
2020,3,11,10,4.1872
2020,3,11,11,4.2050
2020,3,11,12,4.3341
2020,3,11,13,4.7004
2020,3,11,14,4.2322
2020,3,11,15,4.0678
2020,3,11,16,4.1774
2020,3,11,17,4.7494
2020,3,11,18,4.9907
2020,3,11,19,5.0218
2020,3,11,20,4.9606
2020,3,11,21,5.1109
2020,3,11,22,2.9078
2020,3,11,23,3.1978
2020,3,12,0,3.3636
2020,3,12,1,3.4030
2020,3,12,2,3.3915
2020,3,12,3,3.5088
2020,3,12,4,3.6455
2020,3,12,5,3.3562
2020,3,12,6,5.2132
2020,3,12,7,5.3160
2020,3,12,8,5.0416
2020,3,12,9,4.5201
2020,3,12,10,4.6010
2020,3,12,11,4.9092
2020,3,12,12,4.7685
2020,3,12,13,4.7588
2020,3,12,14,4.9271
2020,3,12,15,4.7064
2020,3,12,16,4.8380
2020,3,12,17,5.8571
2020,3,12,18,5.8922
2020,3,12,19,5.5871
2020,3,12,20,5.0071
2020,3,12,21,5.5963
2020,3,12,22,3.5770
2020,3,12,23,3.4688
2020,3,13,0,3.8728
2020,3,13,1,3.9542
2020,3,13,2,3.7837
2020,3,13,3,3.8286
2020,3,13,4,3.6793
2020,3,13,5,3.7101
2020,3,13,6,5.8860
2020,3,13,7,5.9840
2020,3,13,8,5.5599
2020,3,13,9,4.7311
2020,3,13,10,4.8043
2020,3,13,11,4.9080
2020,3,13,12,4.3842
2020,3,13,13,4.1480
2020,3,13,14,4.5221
2020,3,13,15,4.3327
2020,3,13,16,4.4656
2020,3,13,17,5.6186
2020,3,13,18,5.4533
2020,3,13,19,5.9322
2020,3,13,20,5.5799
2020,3,13,21,5.5318
2020,3,13,22,3.3523
2020,3,13,23,3.0559
2020,3,14,0,2.9487
2020,3,14,1,2.8063
2020,3,14,2,2.9330
2020,3,14,3,2.7033
2020,3,14,4,2.6388
2020,3,14,5,2.9925
2020,3,14,6,4.5130
2020,3,14,7,4.2434
2020,3,14,8,4.2778
2020,3,14,9,4.1438
2020,3,14,10,3.7072
2020,3,14,11,4.2519
2020,3,14,12,3.7286
2020,3,14,13,4.0099
2020,3,14,14,3.8038
2020,3,14,15,3.9680
2020,3,14,16,3.7290
2020,3,14,17,4.7257
2020,3,14,18,4.7433
2020,3,14,19,4.4633
2020,3,14,20,4.8367
2020,3,14,21,4.5142
2020,3,14,22,2.7343
2020,3,14,23,2.6218
2020,3,15,0,2.7872
2020,3,15,1,3.1742
2020,3,15,2,3.6035
2020,3,15,3,3.3473
2020,3,15,4,3.2286
2020,3,15,5,3.2371
2020,3,15,6,5.1221
2020,3,15,7,5.3030
2020,3,15,8,4.8881
2020,3,15,9,4.8030
2020,3,15,10,4.7532
2020,3,15,11,4.7873
2020,3,15,12,4.7520
2020,3,15,13,4.6798
2020,3,15,14,4.8473
2020,3,15,15,4.8283
2020,3,15,16,4.5960
2020,3,15,17,5.6677
2020,3,15,18,5.8602
2020,3,15,19,6.2773
2020,3,15,20,5.4567
2020,3,15,21,5.3819
2020,3,15,22,3.5054
2020,3,15,23,3.4856
2020,3,16,0,2.2450
2020,3,16,1,2.2720
2020,3,16,2,2.2416
2020,3,16,3,2.4838
2020,3,16,4,2.1693
2020,3,16,5,2.2702
2020,3,16,6,3.5786
2020,3,16,7,3.2460
2020,3,16,8,3.4741
2020,3,16,9,3.2910
2020,3,16,10,3.0349
2020,3,16,11,3.0597
2020,3,16,12,2.8235
2020,3,16,13,2.9094
2020,3,16,14,2.9344
2020,3,16,15,2.9272
2020,3,16,16,3.1455
2020,3,16,17,3.7628
2020,3,16,18,3.4140
2020,3,16,19,3.5928
2020,3,16,20,3.5611
2020,3,16,21,3.6091
2020,3,16,22,2.2013
2020,3,16,23,1.9496
2020,3,17,0,2.9136
2020,3,17,1,2.8741
2020,3,17,2,3.0784
2020,3,17,3,3.2468
2020,3,17,4,3.3718
2020,3,17,5,3.2311
2020,3,17,6,4.9317
2020,3,17,7,5.0694
2020,3,17,8,4.8063
2020,3,17,9,4.7801
2020,3,17,10,3.9584
2020,3,17,11,4.3374
2020,3,17,12,4.7399
2020,3,17,13,4.3058
2020,3,17,14,4.2668
2020,3,17,15,4.2407
2020,3,17,16,4.2755
2020,3,17,17,5.7319
2020,3,17,18,4.7555
2020,3,17,19,5.7568
2020,3,17,20,4.9623
2020,3,17,21,5.2466
2020,3,17,22,3.0973
2020,3,17,23,3.2377
2020,3,18,0,2.6995
2020,3,18,1,3.0353
2020,3,18,2,3.3214
2020,3,18,3,2.8456
2020,3,18,4,3.0945
2020,3,18,5,2.9572
2020,3,18,6,4.7710
2020,3,18,7,4.6580
2020,3,18,8,4.4903
2020,3,18,9,4.1260
2020,3,18,10,4.3945
2020,3,18,11,3.9924
2020,3,18,12,4.1630
2020,3,18,13,3.7380
2020,3,18,14,3.7844
2020,3,18,15,4.0459
2020,3,18,16,4.2257
2020,3,18,17,4.9808
2020,3,18,18,4.7902
2020,3,18,19,4.8349
2020,3,18,20,4.4997
2020,3,18,21,4.9126
2020,3,18,22,2.9701
2020,3,18,23,2.7643
2020,3,19,0,2.6450
2020,3,19,1,2.7401
2020,3,19,2,2.6451
2020,3,19,3,2.6952
2020,3,19,4,2.9855
2020,3,19,5,2.6752
2020,3,19,6,4.1231
2020,3,19,7,4.1194
2020,3,19,8,4.4659
2020,3,19,9,3.7430
2020,3,19,10,3.6866
2020,3,19,11,4.0910
2020,3,19,12,4.1292
2020,3,19,13,3.7456
2020,3,19,14,3.4902
2020,3,19,15,4.0150
2020,3,19,16,3.6596
2020,3,19,17,4.8495
2020,3,19,18,4.1274
2020,3,19,19,4.7080
2020,3,19,20,4.1738
2020,3,19,21,4.5389
2020,3,19,22,2.6066
2020,3,19,23,2.4697
2020,3,20,0,2.6361
2020,3,20,1,2.7881
2020,3,20,2,2.7169
2020,3,20,3,2.7888
2020,3,20,4,2.9904
2020,3,20,5,2.5194
2020,3,20,6,4.5570
2020,3,20,7,4.2634
2020,3,20,8,4.0782
2020,3,20,9,3.4837
2020,3,20,10,3.7060
2020,3,20,11,3.9072
2020,3,20,12,3.6957
2020,3,20,13,3.9802
2020,3,20,14,3.4234
2020,3,20,15,3.6859
2020,3,20,16,3.4513
2020,3,20,17,4.6740
2020,3,20,18,4.7818
2020,3,20,19,4.4671
2020,3,20,20,3.9519
2020,3,20,21,4.5769
2020,3,20,22,2.7688
2020,3,20,23,2.7549
2020,3,21,0,2.2724
2020,3,21,1,2.0220
2020,3,21,2,2.2110
2020,3,21,3,2.2658
2020,3,21,4,1.9515
2020,3,21,5,2.1801
2020,3,21,6,3.2156
2020,3,21,7,3.3109
2020,3,21,8,3.3998
2020,3,21,9,2.8471
2020,3,21,10,2.8341
2020,3,21,11,2.9631
2020,3,21,12,2.8231
2020,3,21,13,2.8492
2020,3,21,14,3.1383
2020,3,21,15,2.8749
2020,3,21,16,3.1440
2020,3,21,17,3.8594
2020,3,21,18,3.4154
2020,3,21,19,3.5903
2020,3,21,20,3.9117
2020,3,21,21,3.4807
2020,3,21,22,2.1360
2020,3,21,23,2.2335
2020,3,22,0,2.7786
2020,3,22,1,2.6762
2020,3,22,2,2.6802
2020,3,22,3,2.9982
2020,3,22,4,3.0499
2020,3,22,5,2.9337
2020,3,22,6,4.2928
2020,3,22,7,4.0985
2020,3,22,8,4.0904
2020,3,22,9,3.8048
2020,3,22,10,3.7886
2020,3,22,11,3.9742
2020,3,22,12,3.8316
2020,3,22,13,3.4714
2020,3,22,14,3.9988
2020,3,22,15,3.6325
2020,3,22,16,3.7737
2020,3,22,17,4.9004
2020,3,22,18,5.3562
2020,3,22,19,5.6494
2020,3,22,20,5.0492
2020,3,22,21,4.8707
2020,3,22,22,3.0376
2020,3,22,23,3.1018
2020,3,23,0,3.1065
2020,3,23,1,3.4563
2020,3,23,2,3.2325
2020,3,23,3,3.3148
2020,3,23,4,3.3645
2020,3,23,5,3.3419
2020,3,23,6,5.2560
2020,3,23,7,4.9138
2020,3,23,8,4.9539
2020,3,23,9,4.2120
2020,3,23,10,4.5946
2020,3,23,11,4.7076
2020,3,23,12,4.6480
2020,3,23,13,4.9105
2020,3,23,14,4.5138
2020,3,23,15,4.6428
2020,3,23,16,4.2017
2020,3,23,17,5.3809
2020,3,23,18,5.6072
2020,3,23,19,5.5692
2020,3,23,20,5.1925
2020,3,23,21,5.1830
2020,3,23,22,2.8485
2020,3,23,23,2.9989
2020,3,24,0,3.5122
2020,3,24,1,3.4510
2020,3,24,2,3.4439
2020,3,24,3,3.3789
2020,3,24,4,3.3851
2020,3,24,5,3.2851
2020,3,24,6,5.3996
2020,3,24,7,5.3146
2020,3,24,8,5.3079
2020,3,24,9,4.3654
2020,3,24,10,3.9879
2020,3,24,11,4.6992
2020,3,24,12,4.3447
2020,3,24,13,4.2558
2020,3,24,14,4.6056
2020,3,24,15,4.3605
2020,3,24,16,4.6646
2020,3,24,17,5.6760
2020,3,24,18,5.6667
2020,3,24,19,5.0844
2020,3,24,20,5.7500
2020,3,24,21,5.4698
2020,3,24,22,3.1666
2020,3,24,23,3.2359
2020,3,25,0,2.4163
2020,3,25,1,2.7083
2020,3,25,2,2.5196
